"Name","Chromosome","Region","Identifier","IL4_B_S8_L001 (trimmed, grouped on mature) - Total counts","IL4_B_S8_L001 (trimmed, grouped on mature) - RPKM","IL4_B_S8_L001 (trimmed, grouped on mature) - TPM","IL4_B_S8_L001 (trimmed, grouped on mature) - CPM","IL4_A_S7_L001 (trimmed, grouped on mature) - Total counts","IL4_A_S7_L001 (trimmed, grouped on mature) - RPKM","IL4_A_S7_L001 (trimmed, grouped on mature) - TPM","IL4_A_S7_L001 (trimmed, grouped on mature) - CPM","IL4_C_S9_L001 (trimmed, grouped on mature) - Total counts","IL4_C_S9_L001 (trimmed, grouped on mature) - RPKM","IL4_C_S9_L001 (trimmed, grouped on mature) - TPM","IL4_C_S9_L001 (trimmed, grouped on mature) - CPM","IL13_C_S6_L001 (trimmed, grouped on mature) - Total counts","IL13_C_S6_L001 (trimmed, grouped on mature) - RPKM","IL13_C_S6_L001 (trimmed, grouped on mature) - TPM","IL13_C_S6_L001 (trimmed, grouped on mature) - CPM","IL13_A_S4_L001 (trimmed, grouped on mature) - Total counts","IL13_A_S4_L001 (trimmed, grouped on mature) - RPKM","IL13_A_S4_L001 (trimmed, grouped on mature) - TPM","IL13_A_S4_L001 (trimmed, grouped on mature) - CPM","IL13_B_S5_L001 (trimmed, grouped on mature) - Total counts","IL13_B_S5_L001 (trimmed, grouped on mature) - RPKM","IL13_B_S5_L001 (trimmed, grouped on mature) - TPM","IL13_B_S5_L001 (trimmed, grouped on mature) - CPM","V_A_S1_L001 (trimmed, grouped on mature) - Total counts","V_A_S1_L001 (trimmed, grouped on mature) - RPKM","V_A_S1_L001 (trimmed, grouped on mature) - TPM","V_A_S1_L001 (trimmed, grouped on mature) - CPM","V_B_S2_L001 (trimmed, grouped on mature) - Total counts","V_B_S2_L001 (trimmed, grouped on mature) - RPKM","V_B_S2_L001 (trimmed, grouped on mature) - TPM","V_B_S2_L001 (trimmed, grouped on mature) - CPM","V_C_S3_L001 (trimmed, grouped on mature) - Total counts","V_C_S3_L001 (trimmed, grouped on mature) - RPKM","V_C_S3_L001 (trimmed, grouped on mature) - TPM","V_C_S3_L001 (trimmed, grouped on mature) - CPM"
"hsa-miR-4456","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016802","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3120-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014136","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6529-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0039501","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-5008-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017876","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-134-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000474","0","NaN","NaN","0","3","NaN","NaN","3.9865766572","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-26b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000084","13","NaN","NaN","29.8720430288","22","NaN","NaN","29.2348954858","17","NaN","NaN","29.6458073394","38","NaN","NaN","41.3839833634","51","NaN","NaN","50.8892299058","34","NaN","NaN","43.6455539487","21","NaN","NaN","31.936891819","22","NaN","NaN","31.8472938678","53","NaN","NaN","42.1352357096"
"hsa-miR-1267","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006404","0","NaN","NaN","0","6","NaN","NaN","7.9731533143","3","NaN","NaN","5.2316130599","2","NaN","NaN","2.1781043875","4","NaN","NaN","3.9913121495","3","NaN","NaN","3.8510782896","6","NaN","NaN","9.124826234","3","NaN","NaN","4.3428128001","10","NaN","NaN","7.9500444735"
"hsa-miR-6837-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022683","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.0890521938","1","NaN","NaN","0.9978280374","1","NaN","NaN","1.2836927632","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-570-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003577","2","NaN","NaN","4.5956989275","10","NaN","NaN","13.2885888572","1","NaN","NaN","1.74387102","4","NaN","NaN","4.3562087751","13","NaN","NaN","12.9717644858","5","NaN","NaN","6.418463816","2","NaN","NaN","3.0416087447","5","NaN","NaN","7.2380213336","3","NaN","NaN","2.3850133421"
"hsa-miR-15b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000438","237","NaN","NaN","544.5903229097","471","NaN","NaN","625.8925351733","313","NaN","NaN","545.8316292495","504","NaN","NaN","548.8823056618","658","NaN","NaN","656.5708485888","476","NaN","NaN","611.0377552813","337","NaN","NaN","512.5110734769","394","NaN","NaN","570.3560810861","803","NaN","NaN","638.3885712224"
"hsa-miR-6790-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022635","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-2114-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0010633","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.4476042667","0","NaN","NaN","0"
"hsa-miR-3616-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016006","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.2836927632","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6738-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022583","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6804-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022649","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3166","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014196","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6836-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022682","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","2.1781043875","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1909-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0008330","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.0890521938","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-324-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000813","93","NaN","NaN","213.7000001291","150","NaN","NaN","199.3288328578","128","NaN","NaN","223.2154905557","255","NaN","NaN","277.7083094122","210","NaN","NaN","209.5438878475","156","NaN","NaN","200.2560710586","97","NaN","NaN","147.5180241165","104","NaN","NaN","150.5508437385","348","NaN","NaN","276.6615476779"
"hsa-miR-4749-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017388","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6869-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022716","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-2682-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0012063","3","NaN","NaN","6.8935483913","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","1.5900088947"
"hsa-miR-4763-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017404","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.4476042667","0","NaN","NaN","0"
"hsa-miR-3195","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014240","156","NaN","NaN","358.4645163456","357","NaN","NaN","474.4026222015","308","NaN","NaN","537.1122741496","185","NaN","NaN","201.4746558481","453","NaN","NaN","452.0161009282","396","NaN","NaN","508.3423342256","342","NaN","NaN","520.1150953386","319","NaN","NaN","461.7857610824","267","NaN","NaN","212.2661874426"
"hsa-miR-6720-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022555","0","NaN","NaN","0","2","NaN","NaN","2.6577177714","0","NaN","NaN","0","4","NaN","NaN","4.3562087751","2","NaN","NaN","1.9956560747","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.4476042667","5","NaN","NaN","3.9750222368"
"hsa-miR-4479","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016838","0","NaN","NaN","0","1","NaN","NaN","1.3288588857","0","NaN","NaN","0","3","NaN","NaN","3.2671565813","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4767","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017408","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3621","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016012","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1301-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003815","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-9851-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0039502","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1251-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006386","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1255b-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006435","1","NaN","NaN","2.2978494638","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","2.1781043875","2","NaN","NaN","1.9956560747","0","NaN","NaN","0","1","NaN","NaN","1.5208043723","2","NaN","NaN","2.8952085334","1","NaN","NaN","0.7950044474"
"hsa-miR-196a-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000279","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-874-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0005532","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1538","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0007259","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6789-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022634","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4634","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017261","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-10400-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0033424","16","NaN","NaN","36.7655914201","15","NaN","NaN","19.9328832858","26","NaN","NaN","45.3406465191","11","NaN","NaN","11.9795741315","29","NaN","NaN","28.9370130837","30","NaN","NaN","38.5107828959","25","NaN","NaN","38.0201093084","11","NaN","NaN","15.9236469339","13","NaN","NaN","10.3350578156"
"hsa-miR-1908-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0008329","4","NaN","NaN","9.191397855","13","NaN","NaN","17.2751655143","4","NaN","NaN","6.9754840799","1","NaN","NaN","1.0890521938","6","NaN","NaN","5.9869682242","8","NaN","NaN","10.2695421056","9","NaN","NaN","13.687239351","10","NaN","NaN","14.4760426672","8","NaN","NaN","6.3600355788"
"hsa-miR-10396b-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0033426","6","NaN","NaN","13.7870967825","13","NaN","NaN","17.2751655143","9","NaN","NaN","15.6948391797","10","NaN","NaN","10.8905219377","10","NaN","NaN","9.9782803737","13","NaN","NaN","16.6880059215","4","NaN","NaN","6.0832174893","7","NaN","NaN","10.133229867","12","NaN","NaN","9.5400533682"
"hsa-miR-760","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0005567","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","2.1781043875","2","NaN","NaN","1.9956560747","3","NaN","NaN","3.8510782896","1","NaN","NaN","1.5208043723","5","NaN","NaN","7.2380213336","2","NaN","NaN","1.5900088947"
"hsa-miR-3652","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016052","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","1.9956560747","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-8052","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0025888","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6726-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022571","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6862-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022709","1","NaN","NaN","2.2978494638","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6781-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022626","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-9899","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0031827","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1268a","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006405","16","NaN","NaN","36.7655914201","38","NaN","NaN","50.4966376573","31","NaN","NaN","54.060001619","49","NaN","NaN","53.3635574949","62","NaN","NaN","61.8653383169","47","NaN","NaN","60.3335598702","40","NaN","NaN","60.8321748934","26","NaN","NaN","37.6377109346","47","NaN","NaN","37.3652090255"
"hsa-miR-1268b","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016748","0","NaN","NaN","0","1","NaN","NaN","1.3288588857","1","NaN","NaN","1.74387102","2","NaN","NaN","2.1781043875","2","NaN","NaN","1.9956560747","1","NaN","NaN","1.2836927632","3","NaN","NaN","4.562413117","0","NaN","NaN","0","2","NaN","NaN","1.5900088947"
"hsa-miR-4741","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017379","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3175","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014209","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.5208043723","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-486-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0002470","0","NaN","NaN","0","1","NaN","NaN","1.3288588857","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","1.9956560747","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.4476042667","1","NaN","NaN","0.7950044474"
"hsa-miR-6845-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022691","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6762-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022607","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.7950044474"
"hsa-miR-128-1-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000447","1","NaN","NaN","2.2978494638","6","NaN","NaN","7.9731533143","1","NaN","NaN","1.74387102","2","NaN","NaN","2.1781043875","1","NaN","NaN","0.9978280374","3","NaN","NaN","3.8510782896","2","NaN","NaN","3.0416087447","4","NaN","NaN","5.7904170669","6","NaN","NaN","4.7700266841"
"hsa-miR-3196","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014241","0","NaN","NaN","0","3","NaN","NaN","3.9865766572","0","NaN","NaN","0","1","NaN","NaN","1.0890521938","2","NaN","NaN","1.9956560747","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1237-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006327","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-7704","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0025240","100","NaN","NaN","229.7849463754","218","NaN","NaN","289.6912370866","236","NaN","NaN","411.5535607121","220","NaN","NaN","239.5914826302","353","NaN","NaN","352.2332971913","298","NaN","NaN","382.5404434324","262","NaN","NaN","398.4507455518","211","NaN","NaN","305.4445002771","226","NaN","NaN","179.6710051012"
"hsa-miR-4651","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017279","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.9978280374","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","1.5900088947"
"hsa-miR-193b-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003137","17","NaN","NaN","39.0634408838","46","NaN","NaN","61.127508743","38","NaN","NaN","66.2670987587","47","NaN","NaN","51.1854531074","55","NaN","NaN","54.8805420553","39","NaN","NaN","50.0640177646","37","NaN","NaN","56.2697617764","41","NaN","NaN","59.3517749354","64","NaN","NaN","50.8802846304"
"hsa-miR-197-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000239","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","3","NaN","NaN","4.562413117","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-363-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000764","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.74387102","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.2836927632","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6766-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022611","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-12130","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0039732","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-9901","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0031829","8","NaN","NaN","18.38279571","5","NaN","NaN","6.6442944286","4","NaN","NaN","6.9754840799","9","NaN","NaN","9.801469744","16","NaN","NaN","15.9652485979","6","NaN","NaN","7.7021565792","12","NaN","NaN","18.249652468","10","NaN","NaN","14.4760426672","0","NaN","NaN","0"
"hsa-miR-8071","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0025907","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-505-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003190","33","NaN","NaN","75.8290323039","56","NaN","NaN","74.4160976002","29","NaN","NaN","50.572259579","48","NaN","NaN","52.2745053011","59","NaN","NaN","58.8718542048","45","NaN","NaN","57.7661743438","37","NaN","NaN","56.2697617764","24","NaN","NaN","34.7425024012","89","NaN","NaN","70.7553958142"
"hsa-miR-4433a-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016773","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4449","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016792","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-200c-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000650","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1227-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006316","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-7847-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0025517","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-376b-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0002466","28","NaN","NaN","64.3397849851","48","NaN","NaN","63.7852265145","34","NaN","NaN","59.2916146789","42","NaN","NaN","45.7401921385","72","NaN","NaN","71.8436186906","47","NaN","NaN","60.3335598702","34","NaN","NaN","51.7073486594","25","NaN","NaN","36.1901066679","60","NaN","NaN","47.700266841"
"hsa-miR-8056","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0025892","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
